latitude,longitude,line_number,picture,tags
41.833321,-87.6428657,228,street_view_227.jpg,alley | bin | building | curb | driveway | garage | garage door | garbage | home | house | house exterior | pavement | pole | power line | road | sky | telegraph pole
41.9516822,-87.8284558,234,street_view_233.jpg,attach | shed | bin | brown | garage | garage door | home | house | house exterior | power line | siding | sky
41.7311046,-87.5824175,241,street_view_240.jpg,alley | shed | bin | building | cloudy | curb | driveway | garage | garage door | home | house | house exterior | pavement | pole | power line | sky | telegraph pole
41.7594839,-87.573322,243,street_view_242.jpg,apartment | building | car | city | city street | drive | park | road | sky | street scene | suburb | urban
41.9357793,-87.713704,245,street_view_244.jpg,shed | bin | car | driveway | garage | garage door | home | house | house exterior | minivan | park | power line | suv
41.8542262,-87.7115646,262,street_view_261.jpg,alley | shed | bin | building | driveway | garage | garage door | home | house | house exterior | power line | road | sky | suburb | telegraph pole
42.0092298,-87.7794175,265,street_view_264.jpg,cloudy | curb | estate | home | house | house exterior | lawn | lush | road | street scene | suburb | tree | yard
41.9698743,-87.6861697,283,street_view_282.jpg,car | home | house | house exterior | park | row | tree
42.0031788,-87.8173225,287,street_view_286.jpg,bar stool | beam | ceiling | ceiling fan | chair | pillar | table | dining room | restaurant | fan | picture frame | room | stool
41.8546053,-87.6837848,288,street_view_287.jpg,car | home | house exterior | line | park | road | row | street scene | suburb | tree
41.7681311,-87.5875079,290,street_view_289.jpg,alley | apartment | bin | building | car | fence | pole | red | stop sign | street corner | street sign | traffic sign | tree
41.9552585,-87.7898647,297,street_view_296.jpg,car | crack | curb | house exterior | park | road | street scene | suburb | tree
41.7606679,-87.5924227,299,street_view_298.jpg,building | car | curb | green | lush | road | sky | street scene | tree
41.7787736,-87.6019892,318,street_view_317.jpg,alley | apartment | area | building | fence | path | home | house | house exterior | power line | sky | suburb | wire
41.9886859,-87.6709369,319,street_view_318.jpg,attach | bin | building | fence | garage | garage door | home | house | house exterior | pole | power line | sky | telegraph pole
41.8638616,-87.6236131,322,street_view_321.jpg,alley | apartment | building | car | city | office building | park | parking garage | pavement | retail | stripe | urban
41.9794872,-87.7930007,330,street_view_329.jpg,car | curb | home | house exterior | park | road | street corner | street scene | suburb | tree
41.9710654,-87.6991288,338,street_view_337.jpg,alley | shed | bin | building | fence | garage | garage door | home | house | house exterior | ladder | lead to | power line | rail | ramp | shopping cart | sky
41.8465589,-87.6532641,340,street_view_339.jpg,plane | building | curb | fence | fly | hedge | home | house | house exterior | road | sky | street corner | street sign | suburb | tree
41.9584542,-87.7628781,344,street_view_343.jpg,attach | shed | bin | building | fence | garage | garage door | home | house | house exterior | power line | sky | tarp | telegraph pole
41.9923576,-87.6695878,345,street_view_344.jpg,car | curb | flag | flag pole | lamp post | park | pole | road | street corner | street scene | tree
41.9394859,-87.671621,349,street_view_348.jpg,apartment | building | car | hotel | park | retail | street corner | street scene
41.6889892,-87.6864107,354,street_view_353.jpg,taxi | car | curb | drive | green | house exterior | park | pavement | power line | railroad | road | rural | suburb | sports car | toy car | track | train track | yellow
41.7800426,-87.7108624,362,street_view_361.jpg,shed | bin | container | fence | garage | garage door | house exterior | man | recycling bin | stand | tree
41.7109658,-87.5385684,363,street_view_362.jpg,hillside | home | house | house exterior | power line | tree | white house | yard
41.9633979,-87.7792186,364,street_view_363.jpg,curb | home | house | house exterior | row | tree | yard
41.9143576,-87.7073993,368,street_view_367.jpg,alley | shed | bin | car | driveway | garage | home | house | house exterior | park | power line | tree
41.6509772,-87.5438722,369,street_view_368.jpg,car | home | house | house exterior | minivan | park | row | sky | suburb | suv
41.7705128,-87.6703998,371,street_view_370.jpg,curb | home | house | house exterior | lamp post | lush | pole | road | sky | street corner | street sign | tree | yard
41.992421,-87.7267447,372,street_view_371.jpg,ambulance | shed | building | car | garage | garage door | home | house | house exterior | minivan | park | pick up | power line | roof | suv | tree | van | white
41.8590809,-87.6929255,376,street_view_375.jpg,car | city bus | drive | intersection | park | power line | road | school bus | street corner | street scene | street sign | suburb | tree | urban
41.9319423,-87.7359701,380,street_view_379.jpg,attach | brick building | building | home | house | house exterior | power line | window
41.9605057,-87.7134764,381,street_view_380.jpg,shed | bin | building | chimney | fence | garage | home | house | house exterior | siding | sky | umbrella
41.8120604,-87.6646799,392,street_view_391.jpg,building | car | home | house | house exterior | lamp post | park | pole | retail | road | sky | street corner | street scene | street sign | suburb
41.9941914,-87.7586665,397,street_view_396.jpg,building | cloudy | driveway | fence | garage | home | house | house exterior | power line
41.7378844,-87.6124848,403,street_view_402.jpg,shed | backyard | bin | cloudy | container | cooler | dog house | fence | garage | garage door | garbage | home | house | house exterior | power line | sky | stool | yard
41.9106695,-87.7400823,406,street_view_405.jpg,bin | blue | building | bush | fence | garbage | hedge | home | house | house exterior | ivy | palette | recycling bin | sky | tree | yard
42.0215454,-87.67341,414,street_view_413.jpg,apartment | attach | brick building | building | pole | power line | stone building | street sign | window
41.7027439,-87.6035109,425,street_view_424.jpg,alley | bin | blue | container | garbage | house exterior | pavement | pole | power line | recycling bin | road | street scene | street sign | telegraph pole | tree
41.9472269,-87.8356415,429,street_view_428.jpg,alley | bin | cloudy | curb | garage | garage door | garbage | home | house | house exterior | pavement | power line | road | sky
41.7955556,-87.6415024,437,street_view_436.jpg,driveway | fence | garage | home | house | house exterior | lead to | power line | road | sky | street scene | suburb | tree
41.7192779,-87.6327506,439,street_view_438.jpg,shed | bin | building | garage | garage door | home | house | house exterior | pole | power line | sky | telegraph pole | white
41.7857428,-87.6927149,445,street_view_444.jpg,shed | bin | building | car | chimney | garage | garage door | home | house | house exterior | motorcycle | park | power line | sky
41.7709856,-87.7341662,459,street_view_458.jpg,alley | bin | curb | garage | home | house | house exterior | pavement | pole | power line | road | sky | telegraph pole
41.8902731,-87.6624574,465,street_view_464.jpg,car | curb | park | pick up | retail | road | street scene | tree | white
41.8975352,-87.6732551,470,street_view_469.jpg,alley | bin | building | cloudy | garage | garage door | home | house | house exterior | pole | power line | road | sky | telegraph pole | wire
41.7616002,-87.7036072,474,street_view_473.jpg,shed | bin | fence | garage | home | house | house exterior | pole | power line | sun | telegraph pole | tree | wire | yard
41.7408,-87.5596391,477,street_view_476.jpg,building | car | estate | fence | home | house | house exterior | lush | tree | yard
41.8659825,-87.7158023,482,street_view_481.jpg,alley | apartment | building | car | drive | park | retail | road | street scene | white
41.9307722,-87.7839276,484,street_view_483.jpg,shed | bin | building | car | chimney | cloudy | garage | garage door | home | house | house exterior | pole | power line | roof | sky
41.8205433,-87.6893278,489,street_view_488.jpg,car | home | house | house exterior | park | row | suburb | tree
41.8644322,-87.7284467,495,street_view_494.jpg,curb | grass | green | person | lush | man | park | pavement | stand | tree | walk | woman
41.7821043,-87.6743377,496,street_view_495.jpg,cloudy | curb | home | house | house exterior | lamp post | pole | road | sky | street corner | street scene | street sign | suburb
41.9470744,-87.7014147,497,street_view_496.jpg,shed | brick building | building | chimney | fence | home | house | house exterior | porch | siding | sky | sun | window
41.9128682,-87.6854407,500,street_view_499.jpg,alley | bin | building | car | cloudy | crane | garage | garage door | pavement | pole | power line | retail | road | sky | telegraph pole
41.8874905,-87.6551173,512,street_view_511.jpg,alley | building | car | garage | garage door | office building | park | power line | retail | road | sky | sun | warehouse
41.7529009,-87.6692315,523,street_view_522.jpg,car | home | house exterior | park | road | street scene | suburb | tree
41.8374435,-87.7039635,524,street_view_523.jpg,car | corner | fence | pole | power line | retail | road | sign | street corner | street sign | telegraph pole
41.9046473,-87.7326965,525,street_view_524.jpg,alley | shed | building | fence | garage | garage door | home | house | house exterior | pole | power line | road | sky | telegraph pole | wire
41.9828424,-87.825378,528,street_view_527.jpg,home | house | house exterior | pole | power line | road | rural | sky | stop sign | street corner | street scene | street sign | suburb
41.8124278,-87.7098572,534,street_view_533.jpg,car | curb | home | house | house exterior | park | road | row | sky | street scene | suburb
42.011987,-87.8179506,538,street_view_537.jpg,alley | brick building | building | car | cloud | cloudy | fog | power line | retail | road | sky | street scene
42.0016678,-87.7042741,550,street_view_549.jpg,alley | shed | bin | cloudy | driveway | path | garage | hedge | home | house | house exterior | lush | pole | power line | road | rural | street sign | telegraph pole | tree
41.6501588,-87.5450824,560,street_view_559.jpg,building | home | house | house exterior | sun | tree | white | white house | yard
41.9386558,-87.7997594,562,street_view_561.jpg,building | car | curb | fence | home | house | house exterior | park | pavement | pole | power line | retail | road | sky | suburb | telegraph pole
41.7644717,-87.6816658,571,street_view_570.jpg,brick building | building | chimney | estate | fence | home | house | house exterior | sky | suburb | yard
41.9946367,-87.6901779,574,street_view_573.jpg,alley | attach | brick building | building | garage door | pole | power line | retail | sky | telegraph pole | wire
41.6824844,-87.6485045,581,street_view_580.jpg,alley | shed | bin | fence | garage | home | house | house exterior | pole | power line | road | street sign | telegraph pole | tree
41.9606556,-87.6909834,585,street_view_584.jpg,driveway | estate | garage | home | house | house exterior | pole | power line | road | suburb | telegraph pole | tree
41.7397534,-87.7187513,592,street_view_591.jpg,bin | building | estate | fence | garage | home | house | house exterior | sky | yard
41.8115022,-87.7098024,594,street_view_593.jpg,bin | blue | car | parking lot | license plate | park | parking | pick up | sky | suv | truck | vehicle
41.7525258,-87.6662765,607,street_view_606.jpg,alley | shed | bin | driveway | fence | garage | home | house | house exterior | person | man | pole | power line | road | sky | telegraph pole
41.9984305,-87.6956656,613,street_view_612.jpg,shed | bin | building | damage | debris | fence | garage | garage door | home | house | house exterior | power line | tornado | tree
41.9173702,-87.6779224,614,street_view_613.jpg,alley | apartment | bin | building | car | garage | home | house | house exterior | park | power line | road | street scene | suburb
41.8085659,-87.6110732,616,street_view_615.jpg,apartment | building | car | park | road | street scene | sun | tree
41.7009834,-87.6292299,622,street_view_621.jpg,building | fence | lush | pole | power line | sky | telegraph pole | tree
41.8046752,-87.7500688,644,street_view_643.jpg,estate | grass | home | house | house exterior | lawn | lush | row | sky | suburb | tree | yard
41.8864617,-87.6321881,646,street_view_645.jpg,apartment | armchair | book | bookcase | bookshelf | ceiling | chair | pillar | couch | fill | furniture | living room | picture frame | room | skylight | stool | window
41.9443197,-87.8164003,649,street_view_648.jpg,alley | shed | bin | building | car | cloudy | driveway | garage | garage door | home | house | house exterior | park | pavement | power line | sky
41.9735434,-87.7089748,651,street_view_650.jpg,beam | building | ceiling | pillar | equipment | exercise | facility | fitness | gym | indoor | sport equipment | warehouse | weight
41.735827,-87.7369063,653,street_view_652.jpg,alley | shed | bin | building | driveway | garage | garage door | home | house | house exterior | pavement | power line | sky
41.7491602,-87.5658475,658,street_view_657.jpg,alley | bin | blanket | building | bush | fence | green | greenery | hedge | ivy | lush | plant | power line | retail | sky | street sign | vegetation | vine
41.7426777,-87.627682,665,street_view_664.jpg,alley | shed | bin | blue | container | curb | driveway | garage | garbage | home | house | house exterior | pavement | pole | power line | recycling bin | road | telegraph pole
41.7974994,-87.7975033,667,street_view_666.jpg,autumn tree | fall | home | house | house exterior | maple | red | sky | tree | yard
41.7005876,-87.6459478,671,street_view_670.jpg,apartment | building | estate | home | house | house exterior | suburb | tree
41.7209676,-87.5987187,673,street_view_672.jpg,car | curb | green | lush | park | road | street scene | tree
41.7442866,-87.5694232,674,street_view_673.jpg,building | car | road | sky | street scene | street sign | suburb | tree
41.8329812,-87.6452933,680,street_view_679.jpg,shed | bin | building | fence | garage | garage door | home | house | house exterior | power line | sky
41.8055408,-87.6555266,683,street_view_682.jpg,car | curb | home | house | house exterior | minivan | park | road | sky | street corner | street scene | suburb | suv | tree
41.7808457,-87.6493291,684,street_view_683.jpg,ambulance | car | drive | home | house | house exterior | park | road | street scene | suburb
41.9395107,-87.7349435,692,street_view_691.jpg,alley | shed | bin | building | path | garage | garage door | pole | power line | retail | street sign | tree
41.7349031,-87.6359307,701,street_view_700.jpg,shed | backyard | building | fence | garage | garage door | grass | home | house | house exterior | lush | power line | sky | yard
41.9441434,-87.6655051,702,street_view_701.jpg,apartment | building | car | park | tree
41.7653431,-87.5784982,716,street_view_715.jpg,apartment | car | curb | flood | park | pavement | puddle | road | street scene | suburb | tree | urban
41.8719213,-87.7232344,728,street_view_727.jpg,apartment | building | grass | person | man | road | sky | suburb | walk | white house
41.6768472,-87.6386173,729,street_view_728.jpg,shed | bin | building | car | damage | garage | garage door | home | house | house exterior | hut | pole | power line | roof | telegraph pole | tree
41.783034,-87.7004702,736,street_view_735.jpg,car | curb | house exterior | park | red | road | street scene | suburb | tree
41.9835748,-87.8246135,743,street_view_742.jpg,cone | curve | highway | overpass | pole | road | road sign | rural | sign | sky | stop sign | street sign | traffic cone | traffic sign | train track
41.9275008,-87.7580753,746,street_view_745.jpg,building | chimney | cloudy | garage | garage door | home | house | house exterior | power line | roof | sky
41.948946,-87.7136577,747,street_view_746.jpg,shed | bin | building | fence | garage | garage door | home | house | house exterior | pole | power line | sky | telegraph pole
41.9038038,-87.6814296,761,street_view_760.jpg,alley | shed | bin | building | chair | folding chair | garage | garage door | home | house | house exterior | ladder | pole | power line | step stool | stool | tarp | telegraph pole | tree
41.8906638,-87.6735482,762,street_view_761.jpg,brick building | building | sky | stone building | sun | window
41.7414385,-87.7292935,764,street_view_763.jpg,brick building | building | fence | home | house | siding | sky | window
41.7838888,-87.7210941,772,street_view_771.jpg,alley | shed | bin | driveway | garage | home | house | house exterior | power line | road | rural | sky | street scene | suburb
41.9421729,-87.8120216,775,street_view_774.jpg,estate | home | house | house exterior | lawn | sky | street sign | suburb | sun | sunny | yard
41.9719672,-87.6903076,782,street_view_781.jpg,alley | apartment | brick | brick building | building | curb | pavement | pole | red | retail | sky
41.7937358,-87.6245497,783,street_view_782.jpg,apartment | black | building | car | curb | drive | park | road | sky | tree
41.8398612,-87.7138022,784,street_view_783.jpg,alley | shed | bin | building | car | driveway | garage | home | house | house exterior | minivan | park | pick up | pole | power line | sky | suv | telegraph pole
41.8372843,-87.6344372,787,street_view_786.jpg,car | house exterior | park | retail | road | street scene | suburb
42.005497,-87.8115017,793,street_view_792.jpg,building | chimney | estate | fence | home | house | house exterior | sky
41.792564,-87.6320971,795,street_view_794.jpg,building | car | retail | road | sky | street scene | street sign | suburb | sun | sunny
41.782036,-87.7823028,803,street_view_802.jpg,car | curb | home | house | house exterior | license plate | park | pick up | road | silver | sky | suburb | suv | truck | white
41.8403475,-87.7326138,809,street_view_808.jpg,building | curb | fence | home | house | house exterior | sky | suburb | tree | yard
41.7399577,-87.5825791,817,street_view_816.jpg,apartment | building | cloudy | estate | garage | home | house | house exterior | mulch | sky | suburb
41.9477959,-87.7826618,821,street_view_820.jpg,alley | shed | bin | cloudy | container | driveway | garage | garage door | garbage | home | house | house exterior | pavement | power line | recycling bin | road | sky
41.885714,-87.7132609,827,street_view_826.jpg,alley | bin | building | dirt road | dirt track | path | garage | house | house exterior | lead to | narrow | pole | power line | road | rural | stool | street sign | telegraph pole
41.7589831,-87.5899505,840,street_view_839.jpg,building | cloudy | fence | office building | retail | sky
41.6930132,-87.5261742,847,street_view_846.jpg,area | backyard | bin | building | garage | grass | home | house | house exterior | lawn | lush | picnic table | power line | sky | stool | suburb | yard
41.88648,-87.6320855,853,street_view_852.jpg,ambulance | building | taxi | car | city | city street | drive | license plate | office building | park | rise building | skyscraper | urban
41.8651275,-87.6465504,858,street_view_857.jpg,brick building | building | garage | garage door | office building | retail | sky
41.7579148,-87.5691475,868,street_view_867.jpg,car | home | house | house exterior | park | tree
41.7942128,-87.7137699,877,street_view_876.jpg,alley | building | car | driveway | garage | home | house | house exterior | park | pavement | power line | road | sky | street scene | suburb
41.8027698,-87.6639541,878,street_view_877.jpg,car | curb | house exterior | park | road | street scene | tree
41.7415674,-87.5911277,882,street_view_881.jpg,car | curb | flag pole | home | house | house exterior | lamp post | park | pole | road | sky | street corner | street scene | street sign | suburb | tree
41.698863,-87.6119713,884,street_view_883.jpg,alley | shed | barrel | bin | blue | container | driveway | garage | garage door | home | house | house exterior | pavement | power line | row | sky
41.7850441,-87.5974502,893,street_view_892.jpg,apartment | building | car | fence | office building | park | rail | ramp | rise building | silver | tree | urban
41.9945554,-87.7267717,901,street_view_900.jpg,car | curb | driveway | house exterior | minivan | park | pavement | road | suv | tree
41.7093839,-87.6493303,903,street_view_902.jpg,alley | shed | bin | building | driveway | garage | garage door | home | house | house exterior | hut | pole | power line | road | rural | sky
41.7664264,-87.5784051,906,street_view_905.jpg,building | car | city | power line | railroad | retail | road | sky | street scene | track | train track | travel | urban
41.9511281,-87.7900877,918,street_view_917.jpg,shed | bin | building | car | cloudy | dirt field | dirt track | fence | garage | hut | park | retail | rural | sky | warehouse
41.7331929,-87.6390297,925,street_view_924.jpg,alley | bin | blue | cloudy | driveway | fence | path | garage | home | house | house exterior | pavement | power line | road | sky | street scene | suburb
41.6971277,-87.6192566,933,street_view_932.jpg,bin | garbage | home | house | house exterior | power line | recycling bin | sky | tree | yard
41.942859,-87.8084953,942,street_view_941.jpg,alley | shed | bin | curb | driveway | garage | garbage | home | house | house exterior | pavement | power line | road | sky
41.9720964,-87.7997546,946,street_view_945.jpg,apartment | building | home | house | house exterior | tree | yard | yellow
41.8105028,-87.6419248,950,street_view_949.jpg,car | home | house | house exterior | park | road | row | sky | street corner | street scene | suburb
41.6829852,-87.653907,951,street_view_950.jpg,driveway | garage | home | house | house exterior | power line | tree
41.9901538,-87.7456212,954,street_view_953.jpg,car | curb | drive | road | street scene | street sign | sun | traffic sign | travel | tree
42.0099335,-87.6708541,965,street_view_964.jpg,alley | apartment | building | car | driveway | garage | garage door | home | house | house exterior | park | power line | puddle | road | street scene
41.8092694,-87.6695079,968,street_view_967.jpg,car | home | house | house exterior | park | suburb | white | white house
41.9247288,-87.6755998,969,street_view_968.jpg,car | drive | highway | intersection | license plate | road | sky | traffic light | street sign | travel
41.9644683,-87.7056781,970,street_view_969.jpg,apartment | building | car | fire escape | park | scaffold | tree
41.8530137,-87.6939031,971,street_view_970.jpg,alley | apartment | bin | building | garage | garage door | home | house | narrow | power line | retail | road | walk
41.9970253,-87.6633357,974,street_view_973.jpg,alley | apartment | attach | shed | bin | building | garage | garage door | home | house | house exterior | power line | sky | wire
41.7333269,-87.5439724,983,street_view_982.jpg,fence | garage | hang | house | house exterior | pole | power line | rail | sky | telegraph pole | tree | wire | yard
41.7741405,-87.6965807,994,street_view_993.jpg,alley | bin | driveway | garage | garage door | home | house | house exterior | power line
41.661159,-87.5528554,1001,street_view_1000.jpg,curb | house exterior | retail | road | rural | street corner | street scene | tree
41.9341125,-87.6615518,1002,street_view_1001.jpg,alley | apartment | building | car | garage door | pole | power line | retail | street sign | telegraph pole | tree
41.9224175,-87.6867116,1009,street_view_1008.jpg,alley | attach | shed | bin | building | cardboard box | fence | garage | garage door | home | house | rail | siding | sky
41.919067,-87.6736648,1010,street_view_1009.jpg,bin | building | curb | garage | home | house | house exterior | lamp post | pole | power line | retail | road | sky | street corner | street scene | street sign | suburb | sun
41.940916,-87.792513,1012,street_view_1011.jpg,car | curb | home | house | house exterior | road | stop sign | street corner | street scene | suburb | tree
41.7484891,-87.5902241,1019,street_view_1018.jpg,alley | shed | bin | car | cart | driveway | garage | home | house | house exterior | park | pole | power line | retail | road | rural | street scene | telegraph pole | tree
41.760437,-87.6475883,1023,street_view_1022.jpg,car | curb | driveway | home | house | house exterior | park | road | street scene | suburb | tree
41.7967115,-87.6966817,1024,street_view_1023.jpg,car | home | house | house exterior | park | pole | road | sky | street scene | suburb
41.7531633,-87.6146285,1032,street_view_1031.jpg,building | estate | fence | home | house | house exterior | tree | yard
41.9197394,-87.6524666,1036,street_view_1035.jpg,building | car | park | road | sky | street corner | street scene | tree | urban
41.9721209,-87.7192326,1037,street_view_1036.jpg,building | car | home | house | house exterior | park | suv | tree
41.7656828,-87.564668,1038,street_view_1037.jpg,apartment | building | car | park
41.768864,-87.6329522,1043,street_view_1042.jpg,bridge | car | cloudy | drive | highway | overpass | pick up | ramp | road | sky | suv | travel | truck
41.9693671,-87.7395706,1046,street_view_1045.jpg,apartment | attach | building | home | ladder | lamp post | mast | pole | rail | siding | telescope | window
41.7757918,-87.7308818,1047,street_view_1046.jpg,apartment | building | car | home | house | house exterior | park | suburb | tree
41.8685608,-87.6995001,1053,street_view_1052.jpg,apartment | building | car | curb | park | road | sky | street scene | suburb | tree
41.7540548,-87.7196022,1054,street_view_1053.jpg,curb | home | house | house exterior | pavement | road | sky | street corner | street scene | street sign | suburb | tree
41.747186,-87.6540064,1057,street_view_1056.jpg,alley | apartment | bin | building | driveway | garage | garage door | home | house | house exterior | power line | sky | telegraph pole
41.706666,-87.6419783,1062,street_view_1061.jpg,alley | bin | dirt road | dirt track | fence | path | house exterior | lead to | pole | power line | road | rural | street sign | telegraph pole | tree
41.7904636,-87.626382,1064,street_view_1063.jpg,apartment | grass | green | home | house | house exterior | lush | oak tree | power line | tree | yard
41.8892924,-87.7739737,1067,street_view_1066.jpg,alley | shed | bin | building | fence | garage | home | house | house exterior | pole | power line | road | sky | telegraph pole
41.6988466,-87.6553953,1071,street_view_1070.jpg,alley | bin | building | cloudy | path | grass | lamp post | lush | pole | road | rural | sky | street sign | tree
41.9395635,-87.660254,1073,street_view_1072.jpg,bar | bar stool | beam | building | ceiling | chair | pillar | curtain | table | restaurant | red | room | seat | stool | theater
41.9351377,-87.7143896,1080,street_view_1079.jpg,alley | attach | shed | bin | garage | garage door | home | house | house exterior | pole | power line | sky | telegraph pole
41.793833,-87.5977158,1081,street_view_1080.jpg,bicycle | building | campus | courthouse | headquarter | office building | park | pavement | sky | street sign
41.9503366,-87.7622237,1086,street_view_1085.jpg,home | house | house exterior | tree | white house | yard
41.9617118,-87.8449209,1094,street_view_1093.jpg,driveway | estate | garage | home | house | house exterior | lawn | sky | suburb | sunny | yard
41.7322736,-87.5625879,1096,street_view_1095.jpg,car | drive | home | house | house exterior | park | road | rural | street scene | suburb | tree | white
41.6577959,-87.6362412,1097,street_view_1096.jpg,car | curb | house exterior | park | road | stop sign | street scene | street sign | suburb | tree
41.879997,-87.7091434,1098,street_view_1097.jpg,apartment | building | car | fence | park | power line | road | street scene | suburb | train track
41.7762879,-87.6863615,1099,street_view_1098.jpg,bin | car | curb | home | house exterior | park | retail | road | street scene | suburb
41.8310103,-87.6834197,1101,street_view_1100.jpg,bin | car | curb | garage | house exterior | park | power line | road | street scene | suburb | tree
41.9430647,-87.8109068,1116,street_view_1115.jpg,bin | car | home | house | house exterior | park | suburb | tree
